sentiment,news
positive,Revenue in July to September grow 14 percent to EUR 467 m from a year earlier the company say Thursday
positive,Revenues at the same time grow 14 percent to 43 m EURs
positive,Ruukki have sign a contract to deliver and install the steel structure for a bridge over the Kyronsalmi strait in Savonlinna Finland
positive,Sales in Latin America increase by 42 to EUR 432 m and a total of 8 m mobile device be sell in the area represent an increase of 32 from the corresponding period in 2009
positive,Sales of clothing develop best
positive,Sanoma Magazines Finlandnet sale grow to EUR 140 m from EUR 131 m
positive,Satamanet profit for the third quarter of 2007 rise to 275 000 EUR 395 000 from 270 000 EUR 388 000 for the same period of 2006
positive,Section Regional News The demand in FinnairAsian traffic measure in passenger kilometer be up 34 in August compare to last year
positive,Svyturys-Utenos Alus which be control by the Nordic group Baltic Beverages Holding BBH post a 6 percent growth in beer sale for January-September to 101 m liter
positive,That would be an increase from estimate sale of 117 m last year
positive,The agreement expand Tekla Structures scope of use to bridge design
positive,The aim be to increase sale by at least one fifth in 2006
positive,The chain post sale of 298 m EURs for full 2005 a rise of 19 percent year-on-year
positive,The company expect it net sale in 2008 to increase 5-10 from 2007
positive,The company expect it net sale in the first half of 2008 to reach the previous yearlevel
positive,The company be in the process of build a new fleet and have place order for 10 P-Max tanker of 65 200 dwt
positive,The companyoperating income EBIT total EUR 0 m up from EUR -0 m year-on-year
positive,The EPS outlook be increase by 5 for 2007 and 7 for 2008
positive,The fair value of the investment property total EUR 2 534 m up from EUR 2 455 m in 2006
positive,The Finnish government announce Wednesday that it sell a 32 percent stake in chemical and fertilizer group Kemira for x 20 ac 655 m 890 US m send the companyshare price up 6 percent
neutral,The firm generate sale of 187 m EUR in 2005
positive,The German company have also sign a code share agreement with another Oneworld member American Airlines Inc part of US-based AMR Corp NYSE AMR
positive,The Helsinki-based company which also own the Salomon Atomic and Suunto brand say net profit rise 15 percent in the three month through Dec. 31 to x 20 ac 47 m 61 US m from 20 ac 40 m a year earlier
positive,The increase in capital stock have be register in the Finnish Trade Register on 20 November 2006
positive,The operating profit for Grain Trading increase to EUR 2 m from EUR 1 m in 2005
positive,The stock rise for a second day on Wednesday bring it two-day rise to GBX 12 or 2
positive,The stock rise for a third day on Tuesday bring it three-day rise to GBX 10 or 1
positive,The transaction be in line with Aspostrategy to expand in the Baltic Sea region and in the eastern market
positive,The transaction would increase earnings per share in the first quarter by some EUR 0
positive,There have be some recovery of the base metal price and increased demand for metal in China however
positive,This new representation extend Comptelglobal presence to a total of 18 country serve over 250 customer in over 80 country worldwide
positive,TietoEnator itself use NokiaIntellisync Mobile Suitewireless email calendar and device management capability and the company will now extend these service to it customer
positive,Total operating revenue grow by 27 year-on-year to EUR 61 m
positive,Vaconcash flow from operation grow to EUR 37 m from EUR 21 m a year ago
neutral,Vacon will supply drive to Ruselprom in the power range from 200 kW up to 2 MW
positive,We also strengthen our exist partnership with Cybercom say Teleste CTO Esko Myllyla
positive,Via the Satlan acquisition Teleste plan to far expand it market presence a a video service partner for cable operator broadcaster and IPTV service provider
positive,With the acquisition the company will expand it offering to North Central and South America it say
positive,With the extension of the new contract for a further eight engine the plant will now produce over 100 MW it say
positive,YIT say the acquisition be a part of it strategy for expansion in Central and Eastern EURpean market
positive,BasWareproduct sale grow strongly in the financial period by 24 percent
positive,The second quarter of 2010 be the firstquarter with growth in net sale since the third quarter of 2008 say Magnus Rosen Ramirent CEO
positive,The transaction strengthen our position in design and brand good say Fiskars president and CEO Heikki Allonen point out that the two group have relatively few overlap operation
positive,1 February 2011 Finnish textile and clothing company Marimekko MMO 1 V say today it preliminary operating profit grow to EUR 8 m in 2010 from EUR 6 m in 2009
neutral,Finnish Componenta have publish it new long-term strategy for the period 2011-2015 with the aim of grow together with it customer
positive,Finnish Larox have sign a contract with the Talvivaara Project for the delivery of filter to the Talvivaara nickel mine in Sotkamo in Finland
positive,Affecto expect it net sale for the whole 2010 to increase from the 2009 level when they reach EUR 103 m
positive,Cash flow from operation rise to EUR 52 m from EUR 15 m in 2007
positive,Commission income rise by 25 to EUR 16 m from EUR 12 m in 2004
positive,Componentaobjective with this agreement be to increase business on it exist production line
positive,Earnings per share for January-June 2010 be EUR 0 an increase of 20 year-on-year EUR 0
positive,Earnings per share EPS rise to EUR 0 from EUR 0
positive,Elisa say mobile subscription grow 7 percent during 2007 mainly because of customer adopt so-called third generation mobile technology
positive,EPS for the quarter come in at 0 EUR up from 0 EUR a year ago and ahead of forecast of 0 EUR
positive,EPS grow to 0 EUR from 0 EUR
positive,Exports grow 16 percent to 19 m liter
positive,Finnish investment group Panostaja say it net profit go up to 8 m EUR 11 m in fiscal 2005-06 end October 31 2006 from 2 m EUR 3 m in the same period of fiscal 2004-05
positive,Finnish metal component supplier Componenta say it net profit go up to 3 m EUR 4 m in 2006 from 2 m EUR 2 m in 2005
positive,Finnish silicon wafer technology company Okmetic OMX Helsinki OKM 1 V report on Thursday 30 October an operating profit of EUR 7 m for January-September 2008 up from EUR 6 m in the corresponding period in 2007
positive,Fiskars Brands report net sale of EUR 145 m up from EUR 138 m
positive,GeoSentric GeoSolutions Business Unit GyPSii the mobile digital lifestyle application and geo-mobility social networking platform have sign an agreement with Nanjing MyNet to make the GyPSii mobile social networking platform available to customer of China Mobile
positive,SINKI AFX Outokumpu Technology say it have sign a 3 m EUR agreement with MongoliaErdenet Mining Corporation for the engineering of the first HydroCopper plant to be build at the Erdenet mine site
positive,However the proportion of the paid standing order grow in 2009
positive,In addition to the demand in Finland the export of line stone product also increase
positive,In January-September 2007 the groupnet sale from continue operation rise to EUR 213 m from EUR 172 m in the corresponding period in 2006
positive,In July-September 2008 YITnet sale increase to EUR 970 m compare to EUR 906 m in the corresponding period in 2007
positive,In the reporting period net sale rise by 8 year-on-year to EUR 64 m due to the business acquisition realize during the first half of 2008-09 the effect of which be EUR 10 m in the review period
positive,In the reporting period the companyoperating profit grow by 43 to EUR 6 m
positive,Last yearnet sale rise to EUR 68 m from EUR 62 m
positive,Last year the company raise it turnover to approximately 7 m litas EUR 2 m from 6 m litas in 2004
positive,ADP News Nov 18 2008 Finnish AC drive manufacturer Vacon OMX VAC 1 V say today that it have set up new representative office in Romania and Ukraine to serve the grow market in eastern and southeastern EURpe
positive,Marimekko Groupfull-year net sale be estimate to increase by about 10
positive,Net sale surge by 30 to EUR 36 m
positive,Net sale go up by 1 year-on-year to EUR 29 m affect by the business acquisition realize during the previous financial period the effect of which be EUR 5 m on the review period
